T,TM,Tm,SLP,H,W,V,VM,PM 2.5
18.7,22.8,15.6,1016.4,81,4,12,18.3,128.83333333333334

18.8,21.2,15.6,1016.2,88,3.2,10.6,18.3,56.333333333333336

21.1,26.8,15.8,1013.9,81,3.1,14.1,18.3,20.291666666666668

nan,nan,nan,nan,nan,nan,nan,nan,34.458333333333336

nan,nan,nan,nan,nan,nan,nan,nan,56.79166666666666

nan,nan,nan,nan,nan,nan,nan,nan,48.91666666666666

22.9,30.3,13.1,1014.4,50,4,4.4,11.1,59.16666666666666

25.3,32.4,16,1014.8,41,4,1.1,9.4,83.83333333333333

27.1,34.9,19,1013.7,41,4,0.7,5.4,89.375

nan,nan,nan,nan,nan,nan,nan,nan,65.83333333333333

nan,nan,nan,nan,nan,nan,nan,nan,58.66666666666666

nan,nan,nan,nan,nan,nan,nan,nan,67.08333333333333

30.1,36.9,22,1010.6,32,4,3,11.1,101.375

28.8,36.2,22.2,1012,36,4,4.6,11.1,109.75

29.3,36.9,20.3,1011.5,35,4,2.4,11.1,42.91666666666666

nan,nan,nan,nan,nan,nan,nan,nan,84.41666666666667

nan,nan,nan,nan,nan,nan,nan,nan,97.08333333333331

nan,nan,nan,nan,nan,nan,nan,nan,21.58333333333333

28.3,35.8,20.4,1008.5,33,4,11.9,27.8,47.25

29.1,36.7,20.4,1007.1,33,4,3.9,11.1,81.20833333333333

29.7,37.3,20.8,1005.6,35,4,10.4,22.2,52.29166666666666

29.7,37.8,23.4,1004.4,33,4,13.1,24.1,28.45833333333333

nan,nan,nan,nan,nan,nan,nan,nan,23.666666666666668

nan,nan,nan,nan,nan,nan,nan,nan,67.04166666666667

nan,nan,nan,nan,nan,nan,nan,nan,90.0

28.1,35.3,22,1007.1,36,4,10,14.8,49.5

29.7,37.5,20.7,1008.6,30,4,7.2,9.4,75.16666666666667

29.7,37.2,21.9,1008.7,29,4,10.4,14.8,53.125

nan,nan,nan,nan,nan,nan,nan,nan,76.25

nan,nan,nan,nan,nan,nan,nan,nan,69.04166666666667

nan,nan,nan,nan,nan,nan,nan,nan,41.16666666666666

21,25.8,18.2,1012.5,71,4,9.4,18.3,54.708333333333336

22.9,30.5,18.9,1011,63,4,9.4,22.2,52.625

24.5,31.2,17.8,1012,60,4,8.5,14.8,51.375

nan,nan,nan,nan,nan,nan,nan,nan,45.5

nan,nan,nan,nan,nan,nan,nan,nan,56.833333333333336

nan,nan,nan,nan,nan,nan,nan,nan,100.41666666666669

34.4,42.7,26,1004.3,24,4,14.8,22.2,94.33333333333331

33.9,41.8,26,1006.5,24,4,16.5,27.8,92.91666666666669

34.5,41.6,24.4,1005.4,19,4,15,22.2,80.20833333333333

nan,nan,nan,nan,nan,nan,nan,nan,76.66666666666667

nan,nan,nan,nan,nan,nan,nan,nan,56.875

nan,nan,nan,nan,nan,nan,nan,nan,98.375

32,41.3,24.9,1004.4,21,4,12.2,27.8,71.66666666666667

32.5,40.7,25.4,1005.1,23,3.7,12.2,27.8,31.83333333333333

34.4,41.9,25.6,1005.1,22,4,16.7,22.2,47.66666666666666

nan,nan,nan,nan,nan,nan,nan,nan,38.25

nan,nan,nan,nan,nan,nan,nan,nan,41.375

nan,nan,nan,nan,nan,nan,nan,nan,48.41666666666666

32.7,40.4,25.4,1005.2,19,3.5,18,27.8,48.125

33.1,40.4,23.4,1005.3,22,4,12,14.8,56.25

33.3,39.8,24,1005.8,22,4,8.7,14.8,103.41666666666669

nan,nan,nan,nan,nan,nan,nan,nan,76.5

nan,nan,nan,nan,nan,nan,nan,nan,136.25

nan,nan,nan,nan,nan,nan,nan,nan,117.91666666666669

33.8,42.7,24.5,1004.8,19,4,11.9,18.3,76.875

35.2,43.1,26.4,1004.1,18,4,11.3,22.2,86.375

35.2,41.9,27.3,1003.3,20,4,16.9,29.4,77.70833333333333

nan,nan,nan,nan,nan,nan,nan,nan,73.41666666666667

nan,nan,nan,nan,nan,nan,nan,nan,74.75

nan,nan,nan,nan,nan,nan,nan,nan,73.66666666666667

32.4,40.5,26.2,1004.6,42,4,13,18.3,48.5

30.2,35.6,25.4,1007,48,4,10.4,18.3,55.083333333333336

32.1,39.6,25.8,1005.5,33,4,11.3,29.4,67.45833333333333

nan,nan,nan,nan,nan,nan,nan,nan,75.04166666666667

nan,nan,nan,nan,nan,nan,nan,nan,63.958333333333336

nan,nan,nan,nan,nan,nan,nan,nan,32.583333333333336

36.8,45,28.6,1001.2,21,4,21.3,29.4,18.875

36.9,43.9,26.2,1002,23,4,18.9,29.4,61.5

36.6,43.6,30,1001.7,22,4,19.1,27.8,68.91666666666667

nan,nan,nan,nan,nan,nan,nan,nan,42.125

nan,nan,nan,nan,nan,nan,nan,nan,43.125

nan,nan,nan,nan,nan,nan,nan,nan,60.75

36.1,42.9,29.9,1000.9,35,4,21.9,29.4,77.375

37.7,43.3,29.9,1001.6,26,4,24.8,35.2,63.91666666666666

36.4,42.6,30.4,1001.6,28,4,21.3,37,63.66666666666666

nan,nan,nan,nan,nan,nan,nan,nan,139.125

nan,nan,nan,nan,nan,nan,nan,nan,60.083333333333336

nan,nan,nan,nan,nan,nan,nan,nan,81.5

37.1,45.4,29.7,999.3,24,4,14.8,18.3,63.625

35.6,40.3,29.4,999.9,30,4,17.8,29.4,25.45833333333333

33.3,42.1,28,1002.1,38,4,12,27.8,20.75

34.4,41.7,27.4,1001.3,34,4,15,25.9,40.5

nan,nan,nan,nan,nan,nan,nan,nan,70.08333333333333

nan,nan,nan,nan,nan,nan,nan,nan,108.66666666666669

nan,nan,nan,nan,nan,nan,nan,nan,76.25

35.4,40.6,31.1,1000.5,32,4,9.1,18.3,64.83333333333333

35.3,42.4,30.2,1000.6,37,4,17.2,27.8,63.0

33.4,39,29.6,1002.3,44,4,22.6,29.4,73.83333333333333

nan,nan,nan,nan,nan,nan,nan,nan,29.5

nan,nan,nan,nan,nan,nan,nan,nan,56.375

nan,nan,nan,nan,nan,nan,nan,nan,30.375

26.6,32.7,25,1001.8,83,4,10.6,22.2,31.875

28.1,34.9,23.5,1000.6,68,4,9.4,14.8,54.958333333333336

28.3,35.9,23,1000.8,70,3.5,12.4,29.4,77.75

nan,nan,nan,nan,nan,nan,nan,nan,82.0

nan,nan,nan,nan,nan,nan,nan,nan,87.875

nan,nan,nan,nan,nan,nan,nan,nan,92.54166666666669

29.1,35.4,24.4,998,68,3.7,10.7,14.8,75.33333333333333

28.9,36.5,25.4,997,71,4,11.7,22.2,32.583333333333336

27.9,36.1,24.8,995.8,77,4,10,16.5,28.375

nan,nan,nan,nan,nan,nan,nan,nan,28.125

nan,nan,nan,nan,nan,nan,nan,nan,52.833333333333336

nan,nan,nan,nan,nan,nan,nan,nan,93.41666666666669

26,30.3,23.2,998,81,3.7,27,37,28.541666666666668

28.1,32.2,22.6,999.1,69,4,18.7,33.5,51.04166666666666

29.3,34.6,24.5,1000.5,64,4,19.3,27.8,40.0

nan,nan,nan,nan,nan,nan,nan,nan,52.458333333333336

nan,nan,nan,nan,nan,nan,nan,nan,30.541666666666668

nan,nan,nan,nan,nan,nan,nan,nan,37.625

30.2,35.1,25.2,1004,58,4,19.6,33.5,37.583333333333336

30,35.1,25.3,1004.3,58,4,21.1,27.8,37.625

29.7,34.3,25.6,1004,57,4,21.9,29.4,34.375

nan,nan,nan,nan,nan,nan,nan,nan,71.29166666666667

nan,nan,nan,nan,nan,nan,nan,nan,111.08333333333331

nan,nan,nan,nan,nan,nan,nan,nan,32.0

28.8,31.7,26.2,1000.3,65,4,18.5,22.2,42.29166666666666

29.6,34.3,25.9,1000.5,65,4,23.3,29.4,45.66666666666666

25.9,30.1,24.6,1000.8,88,2.6,20.7,42.4,40.625

nan,nan,nan,nan,nan,nan,nan,nan,28.25

nan,nan,nan,nan,nan,nan,nan,nan,20.5

nan,nan,nan,nan,nan,nan,nan,nan,19.0

29.2,33.7,24.7,1002.9,72,4,16.3,29.4,26.875

29.7,34.1,24.8,1001.3,66,4,16.7,25.9,30.70833333333333

29.2,34.4,25.2,998.7,63,4,19.4,33.5,10.208333333333334

nan,nan,nan,nan,nan,nan,nan,nan,0.0

nan,nan,nan,nan,nan,nan,nan,nan,25.08333333333333

nan,nan,nan,nan,nan,nan,nan,nan,47.5

24.2,25.4,22.9,998,96,3.1,25.2,33.5,43.04166666666666

25.7,27.5,23.8,998.1,94,2.6,17.2,22.2,19.416666666666668

25.8,27.2,24.4,999.4,94,2.3,6.7,14.8,8.416666666666666

nan,nan,nan,nan,nan,nan,nan,nan,20.916666666666668

nan,nan,nan,nan,nan,nan,nan,nan,19.75

nan,nan,nan,nan,nan,nan,nan,nan,15.75

23.2,24.3,22.2,999.5,98,1.8,23.9,37,0.0

23.7,25.4,21.8,1002.1,91,3.5,21.9,27.8,0.0

23.2,24.6,21.6,1003.8,93,3.5,20.7,27.8,4.833333333333333

nan,nan,nan,nan,nan,nan,nan,nan,8.291666666666666

nan,nan,nan,nan,nan,nan,nan,nan,9.333333333333334

nan,nan,nan,nan,nan,nan,nan,nan,5.041666666666667

26,29.8,23.3,1004,79,4,19.3,29.4,15.375

26.7,31.1,22.7,1005.6,76,4,16.5,22.2,19.83333333333333

25.4,28.9,22,1005.9,86,3.4,17.2,25.9,25.791666666666668

24.7,27.3,23.3,1003.7,92,2.4,20.6,27.8,22.70833333333333

nan,nan,nan,nan,nan,nan,nan,nan,27.125

nan,nan,nan,nan,nan,nan,nan,nan,42.458333333333336

nan,nan,nan,nan,nan,nan,nan,nan,35.5

25.9,29.3,23.8,1002.2,90,2.7,14.1,22.2,31.33333333333333

25.9,28.7,24.5,1002.8,90,3.2,15.2,22.2,47.41666666666666

26.6,29.8,24.6,1000.8,85,3.1,16.5,27.8,33.791666666666664

nan,nan,nan,nan,nan,nan,nan,nan,54.875

nan,nan,nan,nan,nan,nan,nan,nan,49.625

nan,nan,nan,nan,nan,nan,nan,nan,35.041666666666664

25.3,28.3,24,1002.7,94,1.6,14.4,18.3,39.04166666666666

25.7,28.5,24.2,1002.8,91,2.6,15.2,18.3,41.708333333333336

25.4,27.8,23.6,1004.3,93,1.9,13.3,20.6,28.75

nan,nan,nan,nan,nan,nan,nan,nan,31.0

nan,nan,nan,nan,nan,nan,nan,nan,37.79166666666666

nan,nan,nan,nan,nan,nan,nan,nan,34.041666666666664

26.6,30.7,23.1,1007,84,3.1,14.6,20.6,12.25

26.2,31.2,23.2,1006.4,80,3.5,15,25.9,14.5

26.1,30.8,23.4,1005.9,79,4,16.7,22.2,23.916666666666668

nan,nan,nan,nan,nan,nan,nan,nan,26.45833333333333

nan,nan,nan,nan,nan,nan,nan,nan,25.33333333333333

nan,nan,nan,nan,nan,nan,nan,nan,24.20833333333333

26.9,32.7,22.4,1004.8,76,4,15.6,22.2,27.375

27.3,31.8,23.2,1003.9,77,4,15.9,22.2,29.20833333333333

28.3,32.7,23,1003.4,73,3.7,13.7,27.8,36.5

nan,nan,nan,nan,nan,nan,nan,nan,57.25

nan,nan,nan,nan,nan,nan,nan,nan,38.66666666666666

nan,nan,nan,nan,nan,nan,nan,nan,28.5

26.6,30.5,23,1005.5,84,2.9,15.4,25.9,27.83333333333333

25.6,30.7,23.5,1005.4,88,2.7,13.9,22.2,44.125

25.4,30.3,23.1,1005.4,86,3.7,12.6,18.3,62.25

26.1,31.9,22.3,1007.6,76,4,9.8,14.8,60.125

nan,nan,nan,nan,nan,nan,nan,nan,54.25

nan,nan,nan,nan,nan,nan,nan,nan,43.083333333333336

nan,nan,nan,nan,nan,nan,nan,nan,37.41666666666666

27.9,33.7,22.8,1008.1,68,4,12,22.2,34.666666666666664

27.3,33.7,23.8,1007.6,68,4,11.1,33.5,39.208333333333336

27.7,34.4,22.9,1007.6,62,4,10,14.8,38.708333333333336

nan,nan,nan,nan,nan,nan,nan,nan,31.375

nan,nan,nan,nan,nan,nan,nan,nan,16.583333333333332

nan,nan,nan,nan,nan,nan,nan,nan,66.83333333333333

26.8,34.3,23.2,1006.9,76,3.5,9.3,22.2,69.95833333333333

28.5,34.1,23,1004.6,70,4,8.7,11.1,94.375

27.8,34.3,23.6,1003.4,72,4,7.4,11.1,85.75

nan,nan,nan,nan,nan,nan,nan,nan,80.66666666666667

nan,nan,nan,nan,nan,nan,nan,nan,93.66666666666669

nan,nan,nan,nan,nan,nan,nan,nan,39.5

26.1,29.7,24.2,1002.9,79,4,16.9,25.9,51.66666666666666

28.1,31.7,23.3,1003.1,66,4,14.3,22.2,39.41666666666666

27.6,32.7,23.4,1003.7,68,4,12.2,16.5,23.95833333333333

nan,nan,nan,nan,nan,nan,nan,nan,19.916666666666668

nan,nan,nan,nan,nan,nan,nan,nan,11.5

nan,nan,nan,nan,nan,nan,nan,nan,32.958333333333336

25.3,33.2,19.9,1006.8,64,4,13,20.6,43.5

25.9,33.1,19.1,1007.8,63,4,13.1,22.2,50.41666666666666

26.7,33.3,21.2,1008.2,61,4,11.3,14.8,55.708333333333336

nan,nan,nan,nan,nan,nan,nan,nan,47.083333333333336

nan,nan,nan,nan,nan,nan,nan,nan,51.458333333333336

nan,nan,nan,nan,nan,nan,nan,nan,35.541666666666664

29.2,35.3,21.2,1010.7,51,4,5.7,11.1,57.125

29.1,35.8,22,1010.1,56,4,6.5,11.1,69.375

28.2,36.6,21.7,1009.3,44,4,6.7,11.1,65.375

nan,nan,nan,nan,nan,nan,nan,nan,75.625

nan,nan,nan,nan,nan,nan,nan,nan,88.95833333333333

nan,nan,nan,nan,nan,nan,nan,nan,93.25

28.5,36.2,21.6,1008.5,41,4,9.3,18.3,112.29166666666669

27.9,35.3,20.4,1007.7,47,4,8.7,40.7,97.70833333333331

27.3,36,19.8,1006.4,41,4,5.4,14.8,80.70833333333333

nan,nan,nan,nan,nan,nan,nan,nan,69.25

nan,nan,nan,nan,nan,nan,nan,nan,55.91666666666666

nan,nan,nan,nan,nan,nan,nan,nan,62.708333333333336

28,37.3,19.2,1011.2,40,4,9.1,14.8,81.625

28.6,36.1,19.7,1011.6,40,4,9.6,22.2,65.375

28,33.8,21.6,1012.2,50,4,8.5,18.3,84.375

nan,nan,nan,nan,nan,nan,nan,nan,115.875

nan,nan,nan,nan,nan,nan,nan,nan,140.16666666666666

nan,nan,nan,nan,nan,nan,nan,nan,175.375

28.1,36.5,22,1011.7,47,4,5,7.6,141.95833333333334

27.9,37.1,20.8,1009.8,48,4,7.4,11.1,153.375

27.5,35.7,21.6,1010,51,4,7.2,11.1,162.875

nan,nan,nan,nan,nan,nan,nan,nan,115.70833333333331

nan,nan,nan,nan,nan,nan,nan,nan,100.625

nan,nan,nan,nan,nan,nan,nan,nan,91.125

28.3,34.6,22,1011.4,51,4,13.7,18.3,0.0

23.7,30.1,20.5,1014.1,74,3.4,8.5,22.2,49.333333333333336

23.2,26.8,20.2,1013.6,77,3.1,7.6,18.3,107.33333333333331

nan,nan,nan,nan,nan,nan,nan,nan,80.16666666666667

nan,nan,nan,nan,nan,nan,nan,nan,84.04166666666667

nan,nan,nan,nan,nan,nan,nan,nan,97.25

21.7,28.2,15.8,1014,71,3.5,14.3,55.4,273.625

24,30.5,17.8,1013.8,62,3.7,8.7,11.1,256.9583333333333

24.6,31.3,18.2,1013.9,61,4,5.4,11.1,185.08333333333331

25.3,32.3,19.8,1013.3,61,4,6.9,18.3,249.5

nan,nan,nan,nan,nan,nan,nan,nan,269.5833333333333

nan,nan,nan,nan,nan,nan,nan,nan,135.375

nan,nan,nan,nan,nan,nan,nan,nan,166.16666666666666

24.8,33,18.2,1012.5,56,4,6.5,11.1,365.75

24.9,32.5,19.2,1013.4,62,3.7,7.4,11.1,241.875

25.4,32.1,19.6,1012.6,59,3.7,8.5,14.8,176.875

nan,nan,nan,nan,nan,nan,nan,nan,205.0

nan,nan,nan,nan,nan,nan,nan,nan,113.625

nan,nan,nan,nan,nan,nan,nan,nan,296.875

24.3,32.8,17.2,1014.9,49,3.7,4.8,9.4,353.0416666666667

24.6,32.3,17.2,1012,54,3.2,3.9,9.4,257.4166666666667

25,33.4,17.3,1011.4,53,3.7,5.6,9.4,204.75

nan,nan,nan,nan,nan,nan,nan,nan,160.95833333333334

nan,nan,nan,nan,nan,nan,nan,nan,130.75

nan,nan,nan,nan,nan,nan,nan,nan,174.79166666666666

21.2,29.4,14.3,1016.2,44,4,8.1,11.1,207.83333333333331

21.4,29.6,15.4,1014.2,44,4,7.2,9.4,268.1666666666667

21.7,29.8,14.4,1013.8,51,4,5.4,11.1,278.3333333333333

nan,nan,nan,nan,nan,nan,nan,nan,256.7083333333333

nan,nan,nan,nan,nan,nan,nan,nan,279.5833333333333

nan,nan,nan,nan,nan,nan,nan,nan,280.2083333333333

23.3,30.3,17.3,1014.3,42,3.1,10,14.8,157.5

23.4,30.6,16.4,1012.7,48,2.6,9.8,14.8,156.375

21.3,29.3,16.2,1011,49,3.5,9.8,11.1,200.5

nan,nan,nan,nan,nan,nan,nan,nan,267.0416666666667

nan,nan,nan,nan,nan,nan,nan,nan,272.0833333333333

nan,nan,nan,nan,nan,nan,nan,nan,337.125

23.9,31.8,17.8,1013.3,51,4,8.1,14.8,212.125

23.6,31.9,16,1013.8,55,3.7,9.3,16.5,190.5

19.8,27.6,14.8,1015.4,56,3.7,7.4,18.3,236.41666666666663

nan,nan,nan,nan,nan,nan,nan,nan,187.875

nan,nan,nan,nan,nan,nan,nan,nan,252.54166666666663

nan,nan,nan,nan,nan,nan,nan,nan,312.625

20.5,29.5,11,1016.1,42,4.7,6.3,11.1,286.375

22.5,30.5,12.4,1015.4,38,4.7,8,11.1,288.0833333333333

23.1,31,13,1015,39,4.5,10,22.2,302.4583333333333

nan,nan,nan,nan,nan,nan,nan,nan,261.25

nan,nan,nan,nan,nan,nan,nan,nan,269.125

nan,nan,nan,nan,nan,nan,nan,nan,249.95833333333331

17.4,24.3,10,1014.8,45,4,8.1,16.5,163.0

15.3,22.1,9.6,1017.2,49,2.9,10.9,29.4,161.375

14.6,22.8,6,1015.9,43,4,9.4,14.8,157.375

nan,nan,nan,nan,nan,nan,nan,nan,162.875

nan,nan,nan,nan,nan,nan,nan,nan,244.16666666666663

nan,nan,nan,nan,nan,nan,nan,nan,239.79166666666663

15.3,24.9,7.6,1017.3,41,3.7,8.9,18.3,245.91666666666663

19.2,26.7,10.7,1015.3,47,4.3,8.1,22.2,264.5833333333333

16.2,23.2,10,1016.9,46,4,8.7,14.8,253.29166666666663

nan,nan,nan,nan,nan,nan,nan,nan,338.625

nan,nan,nan,nan,nan,nan,nan,nan,431.8333333333333

nan,nan,nan,nan,nan,nan,nan,nan,215.25

14.7,20.3,8,1021.8,39,3.4,11.1,18.3,181.20833333333331

15.7,23.6,7,1021,36,4.7,9.1,16.5,210.875

16.7,26.5,9.6,1020.3,40,4.7,6.1,9.4,255.33333333333331

nan,nan,nan,nan,nan,nan,nan,nan,199.91666666666663

nan,nan,nan,nan,nan,nan,nan,nan,190.5

nan,nan,nan,nan,nan,nan,nan,nan,199.58333333333331

-,-,-,-,-,-,-,-,nan

21.8,29.2,14,1018.8,46,4.3,7.2,14.8,284.7958333333333

20.2,27.3,13.8,1018.9,47,3.7,8.5,18.3,219.72083333333333

19.4,27.2,11.2,1018.3,44,4,8.1,14.8,182.1875

nan,nan,nan,nan,nan,nan,nan,nan,115.28749999999998

nan,nan,nan,nan,nan,nan,nan,nan,0.0

nan,nan,nan,nan,nan,nan,nan,nan,12.379166666666668

20.9,29.3,12.6,1016.9,49,4.8,6.1,14.8,154.03750000000002

21.2,28.8,14,1016.5,52,5,8.1,11.1,223.20833333333331

18.2,25.5,11.8,1015.5,55,4.2,8.7,18.3,200.64583333333337

nan,nan,nan,nan,nan,nan,nan,nan,154.875

nan,nan,nan,nan,nan,nan,nan,nan,129.38749999999996

nan,nan,nan,nan,nan,nan,nan,nan,224.2458333333333

21.6,28,13.8,1013,44,5,8,18.3,285.225

22.1,28,13.4,1012.4,48,4.8,8.5,14.8,236.825

19.8,28,14.5,1012.6,57,4.5,9.3,18.3,276.90833333333336

nan,nan,nan,nan,nan,nan,nan,nan,245.65

nan,nan,nan,nan,nan,nan,nan,nan,218.6708333333333

nan,nan,nan,nan,nan,nan,nan,nan,47.82500000000001

15.4,18,11.8,1013,90,1,9.8,18.3,108.0

14.2,19,10,1018.1,73,2.9,6.3,11.1,107.625

14.3,20.4,6,1019.9,57,4.2,6.7,14.8,125.89166666666668

nan,nan,nan,nan,nan,nan,nan,nan,179.3083333333333

nan,nan,nan,nan,nan,nan,nan,nan,239.85

nan,nan,nan,nan,nan,nan,nan,nan,220.1916666666667

19.5,27,9.4,1014.5,40,4.8,8,14.8,181.01250000000005

20.8,28,12,1014.3,40,5.6,8.7,14.8,152.55416666666667

19.1,27.4,9.6,1013.8,47,5.1,8.3,14.8,152.32083333333335

nan,nan,nan,nan,nan,nan,nan,nan,171.42916666666665

nan,nan,nan,nan,nan,nan,nan,nan,251.375

nan,nan,nan,nan,nan,nan,nan,nan,251.82916666666668

22.2,30,13.8,1014.6,53,4.8,8.5,22.2,319.7375

21.2,29,13,-,53,5.6,8.5,22.2,332.7083333333333

20.4,28,14,1015.9,56,4.5,10.9,25.9,279.6

18.2,24,11,1017.3,50,4.7,9.6,22.2,179.11666666666667

nan,nan,nan,nan,nan,nan,nan,nan,166.29999999999998

nan,nan,nan,nan,nan,nan,nan,nan,78.25416666666666

nan,nan,nan,nan,nan,nan,nan,nan,54.958333333333336

20.3,27,13.2,1014.6,37,4.2,15,27.8,54.79166666666666

19.1,25,10,1015.7,43,4.7,8,16.5,93.375

21.2,26,11.8,1014.2,41,4.2,9.4,14.8,103.0

nan,nan,nan,nan,nan,nan,nan,nan,211.125

nan,nan,nan,nan,nan,nan,nan,nan,192.29166666666663

nan,nan,nan,nan,nan,nan,nan,nan,152.0

20.4,27,13,1013.1,44,5,9.6,18.3,132.20833333333334

21.3,27.4,12,1014.2,45,5.5,8.1,14.8,127.70833333333331

18.7,26,14.3,1014.2,63,4.3,11.9,16.5,109.33333333333331

nan,nan,nan,nan,nan,nan,nan,nan,0.0

nan,nan,nan,nan,nan,nan,nan,nan,0.0

nan,nan,nan,nan,nan,nan,nan,nan,0.0

25.7,34,18,1013.2,47,4.3,9.8,14.8,56.458333333333336

26,33,19,1014.4,54,5,10.4,18.3,135.83333333333334

23.3,28.2,17.9,1014.1,60,4.7,9.1,14.8,122.5

nan,nan,nan,nan,nan,nan,nan,nan,119.33333333333331

nan,nan,nan,nan,nan,nan,nan,nan,67.125

nan,nan,nan,nan,nan,nan,nan,nan,46.708333333333336

23.8,31,15,1013.2,30,5.5,10.4,18.3,69.66666666666667

23.4,30,15,1015.3,39,5.5,11.5,18.3,79.83333333333333

23.8,30,15,1016.2,42,5,9.3,13,62.708333333333336

nan,nan,nan,nan,nan,nan,nan,nan,81.04166666666667

nan,nan,nan,nan,nan,nan,nan,nan,21.20833333333333

26.1,33,16,-,35,5.3,10,16.5,1.9166666666666667

27.8,35,18.6,1013.8,36,5.3,9.4,18.3,1.8333333333333333

27.2,35,20,1013.6,41,5.3,10,27.8,1.7916666666666667

nan,nan,nan,nan,nan,nan,nan,nan,31.625

nan,nan,nan,nan,nan,nan,nan,nan,112.08333333333331

nan,nan,nan,nan,nan,nan,nan,nan,105.83333333333331

26.2,32,18.5,1009.3,40,4.8,10.6,18.3,117.58333333333331

25.9,33,16.6,1009.5,45,5.5,7,11.1,122.70833333333331

26.7,33,17.2,-,43,5.5,7.2,18.3,76.54166666666667

nan,nan,nan,nan,nan,nan,nan,nan,159.08333333333334

nan,nan,nan,nan,nan,nan,nan,nan,147.95833333333334

nan,nan,nan,nan,nan,nan,nan,nan,111.95833333333331

25.4,30.9,19,1009.8,57,4.7,9.4,14.8,59.208333333333336

24.6,31.4,15.4,1012,41,5.3,8.5,18.3,77.20833333333333

24.7,30,17,1012.8,43,5.5,12,18.3,87.83333333333333

nan,nan,nan,nan,nan,nan,nan,nan,90.04166666666667

nan,nan,nan,nan,nan,nan,nan,nan,63.91666666666666

nan,nan,nan,nan,nan,nan,nan,nan,98.70833333333331

28.8,35,20.3,1009,27,5.8,19.6,42.4,123.70833333333331

29,35,20.4,1009.5,22,5.5,17,37,64.79166666666667

28.8,36,19,1008.3,23,5.6,10.7,22.2,62.875

nan,nan,nan,nan,nan,nan,nan,nan,88.375

nan,nan,nan,nan,nan,nan,nan,nan,77.66666666666667

nan,nan,nan,nan,nan,nan,nan,nan,52.333333333333336

30.6,38,20.9,1010.3,20,5.5,11.5,20.6,52.04166666666666

32,39,21,1009.3,21,4.8,10.7,27.8,128.33333333333334

28.7,34,23.4,1010.1,40,4.2,10.9,22.2,87.58333333333333

nan,nan,nan,nan,nan,nan,nan,nan,2.9166666666666665

nan,nan,nan,nan,nan,nan,nan,nan,0.0

nan,nan,nan,nan,nan,nan,nan,nan,0.0

30.1,38.4,19.9,1007.8,22,5.3,9.4,18.3,23.20833333333333

30.9,39,22.7,1006.9,21,5.1,10.6,16.5,15.166666666666666

33,41.2,22.5,1007.2,25,5.5,7.4,13,21.25

34.3,41,25.5,1007.7,24,5.6,12.6,18.3,25.75

nan,nan,nan,nan,nan,nan,nan,nan,52.41666666666666

nan,nan,nan,nan,nan,nan,nan,nan,89.0

nan,nan,nan,nan,nan,nan,nan,nan,81.83333333333333

30.5,35,23,1008.1,28,5.5,12.2,22.2,105.33333333333331

30.7,38,20.5,1007.6,25,5.5,11.5,27.8,117.75

31.7,39,23,1008.2,23,5.6,14.6,25.9,20.791666666666668

nan,nan,nan,nan,nan,nan,nan,nan,64.79166666666667

nan,nan,nan,nan,nan,nan,nan,nan,87.375

nan,nan,nan,nan,nan,nan,nan,nan,84.5

30.6,37,20,1006.1,21,5.3,14.6,29.4,46.91666666666666

32.7,40,21,1005.3,20,5.5,10,18.3,104.625

34.4,42,24.5,1004.9,17,5.3,16.3,25.9,109.625

nan,nan,nan,nan,nan,nan,nan,nan,63.458333333333336

nan,nan,nan,nan,nan,nan,nan,nan,77.04166666666667

nan,nan,nan,nan,nan,nan,nan,nan,110.875

33.9,40,24,1006.5,22,5.5,12.6,29.4,42.958333333333336

34.6,40,25.4,1006.8,23,5.5,13.7,22.2,0.0

34.4,40.2,26.5,1004.4,17,5.3,16.7,29.4,30.875

nan,nan,nan,nan,nan,nan,nan,nan,75.58333333333333

nan,nan,nan,nan,nan,nan,nan,nan,106.95833333333331

nan,nan,nan,nan,nan,nan,nan,nan,120.875

33.4,39,24,1005.4,23,5.6,13.7,29.4,79.91666666666667

33.5,40,27,-,19,5.6,15.9,27.8,0.0

32.2,39.4,25,1005.3,23,5.3,11.1,18.3,0.0

nan,nan,nan,nan,nan,nan,nan,nan,0.0

-,-,-,-,-,-,-,-,38.5

nan,nan,nan,nan,nan,nan,nan,nan,94.75

35.1,41,26,1002.7,20,5.3,15.6,29.4,142.5

34,40,26,1003.2,23,5.3,16.7,29.4,133.375

34.6,40,27,1004.2,24,5.5,15,22.2,102.41666666666669

